0,1
0.000226757,1
0.000453515,1
0.000680272,1
0.000907029,1
0.00113379,1
0.00136054,1
0.0015873,1
0.00181406,1
0.00204082,1
0.00226757,1
0.00249433,1
0.00272109,1
0.00294785,1
0.0031746,1
0.00340136,1
0.00362812,1
0.00385488,1
0.00408163,1
0.00430839,1
0.00453515,1
0.0047619,1
0.00498866,1
0.00521542,0
0.00544218,0
0.00566893,0
0.00589569,0
0.00612245,0
0.00634921,0
0.00657596,0
0.00680272,0
0.00702948,0
0.00725624,0
0.00748299,0
0.00770975,0
0.00793651,0
0.00816327,0
0.00839002,0
0.00861678,0
0.00884354,0
0.00907029,0
0.00929705,0
0.00952381,0
0.00975057,0
0.00997732,0
0.0102041,1
0.0104308,1
0.0106576,1
0.0108844,1
0.0111111,1
0.0113379,1
0.0115646,1
0.0117914,1
0.0120181,1
0.0122449,1
0.0124717,1
0.0126984,1
0.0129252,1
0.0131519,1
0.0133787,1
0.0136054,1
0.0138322,1
0.014059,1
0.0142857,1
0.0145125,1
0.0147392,1
0.014966,1
0.0151927,0
0.0154195,0
0.0156463,0
0.015873,0
0.0160998,0
0.0163265,0
0.0165533,0
0.01678,0
0.0170068,0
0.0172336,0
0.0174603,0
0.0176871,0
0.0179138,0
0.0181406,0
0.0183673,0
0.0185941,0
0.0188209,0
0.0190476,0
0.0192744,0
0.0195011,0
0.0197279,0
0.0199546,0
0.0201814,1
0.0204082,1
0.0206349,1
0.0208617,1
0.0210884,1
0.0213152,1
0.021542,1
0.0217687,1
0.0219955,1
0.0222222,1
0.022449,1
0.0226757,1
0.0229025,1
0.0231293,1
0.023356,1
0.0235828,1
0.0238095,1
0.0240363,1
0.024263,1
0.0244898,1
0.0247166,1
0.0249433,1
0.0251701,0
0.0253968,0
0.0256236,0
0.0258503,0
0.0260771,0
0.0263039,0
0.0265306,0
0.0267574,0
0.0269841,0
0.0272109,0
0.0274376,0
0.0276644,0
0.0278912,0
0.0281179,0
0.0283447,0
0.0285714,0
0.0287982,0
0.0290249,0
0.0292517,0
0.0294785,0
0.0297052,0
0.029932,0
0.0301587,1
0.0303855,1
0.0306122,1
0.030839,1
0.0310658,1
0.0312925,1
0.0315193,1
0.031746,1
0.0319728,1
0.0321995,1
0.0324263,1
0.0326531,1
0.0328798,1
0.0331066,1
0.0333333,1
0.0335601,1
0.0337868,1
0.0340136,1
0.0342404,1
0.0344671,1
0.0346939,1
0.0349206,1
0.0351474,0
0.0353741,0
0.0356009,0
0.0358277,0
0.0360544,0
0.0362812,0
0.0365079,0
0.0367347,0
0.0369615,0
0.0371882,0
0.037415,0
0.0376417,0
0.0378685,0
0.0380952,0
0.038322,0
0.0385488,0
0.0387755,0
0.0390023,0
0.039229,0
0.0394558,0
0.0396825,0
0.0399093,0
0.0401361,1
0.0403628,1
0.0405896,1
0.0408163,1
0.0410431,1
0.0412698,1
0.0414966,1
0.0417234,1
0.0419501,1
0.0421769,1
0.0424036,1
0.0426304,1
0.0428571,1
0.0430839,1
0.0433107,1
0.0435374,1
0.0437642,1
0.0439909,1
0.0442177,1
0.0444444,1
0.0446712,1
0.044898,1
0.0451247,0
0.0453515,0
0.0455782,0
0.045805,0
0.0460317,0
0.0462585,0
0.0464853,0
0.046712,0
0.0469388,0
0.0471655,0
0.0473923,0
0.047619,0
0.0478458,0
0.0480726,0
0.0482993,0
0.0485261,0
0.0487528,0
0.0489796,0
0.0492063,0
0.0494331,0
0.0496599,0
0.0498866,0
0.0501134,1
0.0503401,1
0.0505669,1
0.0507937,1
0.0510204,1
0.0512472,1
0.0514739,1
0.0517007,1
0.0519274,1
0.0521542,1
0.052381,1
0.0526077,1
0.0528345,1
0.0530612,1
0.053288,1
0.0535147,1
0.0537415,1
0.0539683,1
0.054195,1
0.0544218,1
0.0546485,1
0.0548753,1
0.055102,0
0.0553288,0
0.0555556,0
0.0557823,0
0.0560091,0
0.0562358,0
0.0564626,0
0.0566893,0
0.0569161,0
0.0571429,0
0.0573696,0
0.0575964,0
0.0578231,0
0.0580499,0
0.0582766,0
0.0585034,0
0.0587302,0
0.0589569,0
0.0591837,0
0.0594104,0
0.0596372,0
0.0598639,0
0.0600907,1
0.0603175,1
0.0605442,1
0.060771,1
0.0609977,1
0.0612245,1
0.0614512,1
0.061678,1
0.0619048,1
0.0621315,1
0.0623583,1
0.062585,1
0.0628118,1
0.0630385,1
0.0632653,1
0.0634921,1
0.0637188,1
0.0639456,1
0.0641723,1
0.0643991,1
0.0646259,1
0.0648526,1
0.0650794,0
0.0653061,0
0.0655329,0
0.0657596,0
0.0659864,0
0.0662132,0
0.0664399,0
0.0666667,0
0.0668934,0
0.0671202,0
0.0673469,0
0.0675737,0
0.0678005,0
0.0680272,0
0.068254,0
0.0684807,0
0.0687075,0
0.0689342,0
0.069161,0
0.0693878,0
0.0696145,0
0.0698413,0
0.070068,1
0.0702948,1
0.0705215,1
0.0707483,1
0.0709751,1
0.0712018,1
0.0714286,1
0.0716553,1
0.0718821,1
0.0721088,1
0.0723356,1
0.0725624,1
0.0727891,1
0.0730159,1
0.0732426,1
0.0734694,1
0.0736961,1
0.0739229,1
0.0741497,1
0.0743764,1
0.0746032,1
0.0748299,1
0.0750567,0
0.0752834,0
0.0755102,0
0.075737,0
0.0759637,0
0.0761905,0
0.0764172,0
0.076644,0
0.0768707,0
0.0770975,0
0.0773243,0
0.077551,0
0.0777778,0
0.0780045,0
0.0782313,0
0.078458,0
0.0786848,0
0.0789116,0
0.0791383,0
0.0793651,0
0.0795918,0
0.0798186,0
0.0800454,1
0.0802721,1
0.0804989,1
0.0807256,1
0.0809524,1
0.0811791,1
0.0814059,1
0.0816327,1
0.0818594,1
0.0820862,1
0.0823129,1
0.0825397,1
0.0827664,1
0.0829932,1
0.08322,1
0.0834467,1
0.0836735,1
0.0839002,1
0.084127,1
0.0843537,1
0.0845805,1
0.0848073,1
0.085034,0
0.0852608,0
0.0854875,0
0.0857143,0
0.085941,0
0.0861678,0
0.0863946,0
0.0866213,0
0.0868481,0
0.0870748,0
0.0873016,0
0.0875283,0
0.0877551,0
0.0879819,0
0.0882086,0
0.0884354,0
0.0886621,0
0.0888889,0
0.0891156,0
0.0893424,0
0.0895692,0
0.0897959,0
0.0900227,1
0.0902494,1
0.0904762,1
0.0907029,1
0.0909297,1
0.0911565,1
0.0913832,1
0.09161,1
0.0918367,1
0.0920635,1
0.0922902,1
0.092517,1
0.0927438,1
0.0929705,1
0.0931973,1
0.093424,1
0.0936508,1
0.0938776,1
0.0941043,1
0.0943311,1
0.0945578,1
0.0947846,1
0.0950113,0
0.0952381,0
0.0954649,0
0.0956916,0
0.0959184,0
0.0961451,0
0.0963719,0
0.0965986,0
0.0968254,0
0.0970522,0
0.0972789,0
0.0975057,0
0.0977324,0
0.0979592,0
0.0981859,0
0.0984127,0
0.0986395,0
0.0988662,0
0.099093,0
0.0993197,0
0.0995465,0
0.0997732,0
0.1,0
0.100227,1
0.100454,1
0.10068,1
0.100907,1
0.101134,1
0.101361,1
0.101587,1
0.101814,1
0.102041,1
0.102268,1
0.102494,1
0.102721,1
0.102948,1
0.103175,1
0.103401,1
0.103628,1
0.103855,1
0.104082,1
0.104308,1
0.104535,1
0.104762,1
0.104989,1
0.105215,0
0.105442,0
0.105669,0
0.105896,0
0.106122,0
0.106349,0
0.106576,0
0.106803,0
0.107029,0
0.107256,0
0.107483,0
0.10771,0
0.107937,0
0.108163,0
0.10839,0
0.108617,0
0.108844,0
0.10907,0
0.109297,0
0.109524,0
0.109751,0
0.109977,0
0.110204,1
0.110431,1
0.110658,1
0.110884,1
0.111111,1
0.111338,1
0.111565,1
0.111791,1
0.112018,1
0.112245,1
0.112472,1
0.112698,1
0.112925,1
0.113152,1
0.113379,1
0.113605,1
0.113832,1
0.114059,1
0.114286,1
0.114512,1
0.114739,1
0.114966,1
0.115193,0
0.11542,0
0.115646,0
0.115873,0
0.1161,0
0.116327,0
0.116553,0
0.11678,0
0.117007,0
0.117234,0
0.11746,0
0.117687,0
0.117914,0
0.118141,0
0.118367,0
0.118594,0
0.118821,0
0.119048,0
0.119274,0
0.119501,0
0.119728,0
0.119955,0
0.120181,1
0.120408,1
0.120635,1
0.120862,1
0.121088,1
0.121315,1
0.121542,1
0.121769,1
0.121995,1
0.122222,1
0.122449,1
0.122676,1
0.122902,1
0.123129,1
